collectionday,propnum,nextwaste,nextrecycle,nextgreen,address
Wednesday 2,2039363,01-08-2018,08-08-2018,01-08-2018,12 Kerry Way INVERMAY PARK  VIC  3350
Monday 1,2039368,30-07-2018,30-07-2018,06-08-2018,48 Stirling Drive LAKE GARDENS  VIC  3355
Friday 1,2039371,27-07-2018,03-08-2018,27-07-2018,45 Jenkins Drive SEBASTOPOL  VIC  3356
Wednesday 1,2039373,01-08-2018,01-08-2018,,104 Skirkas Road BUNINYONG  VIC  3357
Tuesday 2,2039377,31-07-2018,07-08-2018,31-07-2018,205 Seymour Street SOLDIERS HILL  VIC  3350
Tuesday 2,2039378,31-07-2018,07-08-2018,31-07-2018,209 Seymour Street SOLDIERS HILL  VIC  3350
Tuesday 2,2039379,31-07-2018,07-08-2018,31-07-2018,201 Neill Street SOLDIERS HILL  VIC  3350
Tuesday 2,2039381,31-07-2018,07-08-2018,31-07-2018,205 Neill Street SOLDIERS HILL  VIC  3350
Tuesday 2,2039382,31-07-2018,07-08-2018,31-07-2018,207 Neill Street SOLDIERS HILL  VIC  3350
Wednesday 1,2039385,01-08-2018,01-08-2018,08-08-2018,8 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039397,01-08-2018,01-08-2018,08-08-2018,8 Callistemon Court BUNINYONG  VIC  3357
Thursday 1,2039398,26-07-2018,02-08-2018,26-07-2018,204 Main Road BALLARAT EAST  VIC  3350
Tuesday 2,2039399,31-07-2018,07-08-2018,31-07-2018,122A Burnbank Street LAKE WENDOUREE  VIC  3350
Friday 1,2039400,27-07-2018,03-08-2018,27-07-2018,257 Albert Street SEBASTOPOL  VIC  3356
Monday 1,2039401,30-07-2018,30-07-2018,06-08-2018,181 Gillies Street North LAKE GARDENS  VIC  3355
Monday 1,2039404,30-07-2018,30-07-2018,06-08-2018,10 St Robbins Avenue LAKE GARDENS  VIC  3355
Wednesday 2,2039405,01-08-2018,08-08-2018,,15 Arapiles Street NERRINA  VIC  3350
Saturday 2,2039413,28-07-2018,28-07-2018,,80 Cummins Road MOUNT ROWAN  VIC  3352
Wednesday 2,2039416,01-08-2018,08-08-2018,,41 Raynor Street NERRINA  VIC  3350
Tuesday 2,2039417,31-07-2018,07-08-2018,,2/7 Webster Street BALLARAT CENTRAL  VIC  3350
Tuesday 2,2039418,31-07-2018,07-08-2018,,9A Webster Street BALLARAT CENTRAL  VIC  3350
Thursday 1,2039420,26-07-2018,02-08-2018,26-07-2018,2 Altieri Place BALLARAT EAST  VIC  3350
Tuesday 1,2039421,31-07-2018,31-07-2018,07-08-2018,9 Ashbourne Court ALFREDTON  VIC  3350
Tuesday 1,2039422,31-07-2018,31-07-2018,07-08-2018,5 Ashbourne Court ALFREDTON  VIC  3350
Wednesday 2,2039423,01-08-2018,08-08-2018,01-08-2018,164 Bogong Avenue INVERMAY PARK  VIC  3350
Wednesday 1,2039424,01-08-2018,01-08-2018,08-08-2018,11 Oakbank Drive MOUNT HELEN  VIC  3350
Wednesday 2,2039425,01-08-2018,08-08-2018,,101-103 Arapiles Street NERRINA  VIC  3350
Friday 2,2039426,27-07-2018,27-07-2018,,2/508 Ascot Street South REDAN  VIC  3350
Friday 2,2039427,27-07-2018,27-07-2018,,3/508 Ascot Street South REDAN  VIC  3350
Wednesday 2,2039429,01-08-2018,08-08-2018,,145 Coulsons Road WARRENHEIP  VIC  3352
Tuesday 1,2039432,31-07-2018,31-07-2018,07-08-2018,14 Darlington Street ALFREDTON  VIC  3350
Tuesday 1,2039433,31-07-2018,31-07-2018,07-08-2018,2 Eaton Close ALFREDTON  VIC  3350
Monday 1,2039437,30-07-2018,30-07-2018,06-08-2018,10 Faversham Avenue LAKE GARDENS  VIC  3355
Thursday 2,2039438,26-07-2018,26-07-2018,02-08-2018,129 Eureka Street BALLARAT EAST  VIC  3350
Monday 1,2039439,30-07-2018,30-07-2018,06-08-2018,24 Faversham Avenue LAKE GARDENS  VIC  3355
Thursday 2,2039441,26-07-2018,26-07-2018,02-08-2018,16 Ford Street BALLARAT EAST  VIC  3350
Thursday 2,2039442,26-07-2018,26-07-2018,02-08-2018,18 Ford Street BALLARAT EAST  VIC  3350
Thursday 2,2039443,26-07-2018,26-07-2018,02-08-2018,129A Eureka Street BALLARAT EAST  VIC  3350
Thursday 2,2039444,26-07-2018,26-07-2018,02-08-2018,129B Eureka Street BALLARAT EAST  VIC  3350
Thursday 2,2039445,26-07-2018,26-07-2018,02-08-2018,129C Eureka Street BALLARAT EAST  VIC  3350
Thursday 2,2039446,26-07-2018,26-07-2018,02-08-2018,33 Princes Street South BALLARAT EAST  VIC  3350
Thursday 2,2039447,26-07-2018,26-07-2018,02-08-2018,35 Princes Street South BALLARAT EAST  VIC  3350
Thursday 2,2039448,26-07-2018,26-07-2018,02-08-2018,37 Princes Street South BALLARAT EAST  VIC  3350
Thursday 2,2039449,26-07-2018,26-07-2018,02-08-2018,39 Princes Street South BALLARAT EAST  VIC  3350
Thursday 2,2039450,26-07-2018,26-07-2018,02-08-2018,41 Princes Street South BALLARAT EAST  VIC  3350
Thursday 2,2039451,26-07-2018,26-07-2018,02-08-2018,43 Princes Street South BALLARAT EAST  VIC  3350
Tuesday 2,2039452,31-07-2018,07-08-2018,,2/1422 Gregory Street LAKE WENDOUREE  VIC  3350
Tuesday 2,2039453,31-07-2018,07-08-2018,,3/1422 Gregory Street LAKE WENDOUREE  VIC  3350
Tuesday 2,2039454,31-07-2018,07-08-2018,,4/1422 Gregory Street LAKE WENDOUREE  VIC  3350
Thursday 2,2039455,26-07-2018,26-07-2018,02-08-2018,7 Otway Street South BALLARAT EAST  VIC  3350
Thursday 2,2039457,26-07-2018,26-07-2018,02-08-2018,22 Ryan Street BROWN HILL  VIC  3350
Wednesday 1,2039458,01-08-2018,01-08-2018,08-08-2018,7 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039459,01-08-2018,01-08-2018,08-08-2018,9 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039460,01-08-2018,01-08-2018,08-08-2018,1 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039461,01-08-2018,01-08-2018,08-08-2018,2 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039462,01-08-2018,01-08-2018,08-08-2018,3 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039463,01-08-2018,01-08-2018,08-08-2018,4 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039464,01-08-2018,01-08-2018,08-08-2018,5 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039465,01-08-2018,01-08-2018,08-08-2018,10 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039466,01-08-2018,01-08-2018,08-08-2018,11 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039467,01-08-2018,01-08-2018,08-08-2018,12 Sheoak Drive BUNINYONG  VIC  3357
Wednesday 1,2039470,01-08-2018,01-08-2018,08-08-2018,2 Callistemon Court BUNINYONG  VIC  3357
Wednesday 1,2039473,01-08-2018,01-08-2018,08-08-2018,9 Callistemon Court BUNINYONG  VIC  3357
Saturday 2,2039475,28-07-2018,28-07-2018,,97 Tambo Road INVERMAY  VIC  3352
Wednesday 2,2039476,01-08-2018,08-08-2018,,526 Ti Tree Road WARRENHEIP  VIC  3352
Saturday 1,2039479,28-07-2018,04-08-2018,,555 Weatherboard Road LEARMONTH  VIC  3352
Friday 2,2039482,27-07-2018,27-07-2018,,408B Errard Street South BALLARAT CENTRAL  VIC  3350
Tuesday 1,2039484,31-07-2018,31-07-2018,,2/4 Cardigan Avenue ALFREDTON  VIC  3350
Monday 2,2039485,30-07-2018,06-08-2018,30-07-2018,16 Dundas Street MINERS REST  VIC  3352
Thursday 2,2039486,26-07-2018,26-07-2018,02-08-2018,521 Sherrard Street BLACK HILL  VIC  3350
Thursday 2,2039487,26-07-2018,26-07-2018,02-08-2018,519 Sherrard Street BLACK HILL  VIC  3350
Thursday 1,2039498,26-07-2018,02-08-2018,,9/8 Spencer Street CANADIAN  VIC  3350
Thursday 1,2039499,26-07-2018,02-08-2018,,10/8 Spencer Street CANADIAN  VIC  3350
Wednesday 1,2039500,01-08-2018,01-08-2018,08-08-2018,315 Simpson Street BUNINYONG  VIC  3357
Monday 1,2039501,30-07-2018,30-07-2018,06-08-2018,1 Stirling Drive LAKE GARDENS  VIC  3355
Friday 2,2039509,27-07-2018,27-07-2018,03-08-2018,2/9 Cromwell Street SEBASTOPOL  VIC  3356
Thursday 2,2039510,26-07-2018,26-07-2018,02-08-2018,187 Scott Parade BALLARAT EAST  VIC  3350
Wednesday 2,2039514,01-08-2018,08-08-2018,01-08-2018,111B Duggan Street BLACK HILL  VIC  3350
Wednesday 2,2039515,01-08-2018,08-08-2018,01-08-2018,111A Duggan Street BLACK HILL  VIC  3350
Wednesday 2,2039520,01-08-2018,08-08-2018,,2/1121-1123 Geelong Road MOUNT CLEAR  VIC  3350
Wednesday 2,2039521,01-08-2018,08-08-2018,,3/1121-1123 Geelong Road MOUNT CLEAR  VIC  3350
Wednesday 2,2039522,01-08-2018,08-08-2018,,4/1121-1123 Geelong Road MOUNT CLEAR  VIC  3350
Wednesday 2,2039524,01-08-2018,08-08-2018,,6/1121-1123 Geelong Road MOUNT CLEAR  VIC  3350
Friday 2,2039526,27-07-2018,27-07-2018,,2/210 Talbot Street South BALLARAT CENTRAL  VIC  3350
Friday 2,2039527,27-07-2018,27-07-2018,,3/210 Talbot Street South BALLARAT CENTRAL  VIC  3350
Thursday 2,2039528,26-07-2018,26-07-2018,,1/2 Victory Lane BLACK HILL  VIC  3350
Wednesday 1,2039531,01-08-2018,01-08-2018,,57 Aubreys Road MAGPIE  VIC  3352
Tuesday 2,2039536,31-07-2018,07-08-2018,31-07-2018,3 Gnarr Street LAKE WENDOUREE  VIC  3350
Tuesday 1,2039537,31-07-2018,31-07-2018,07-08-2018,9 Cheviot Court ALFREDTON  VIC  3350
Tuesday 1,2039539,31-07-2018,31-07-2018,07-08-2018,2 Dorset Drive ALFREDTON  VIC  3350
Tuesday 1,2039542,31-07-2018,31-07-2018,07-08-2018,14 Cheviot Court ALFREDTON  VIC  3350
Tuesday 1,2039543,31-07-2018,31-07-2018,07-08-2018,21 Cheviot Court ALFREDTON  VIC  3350
Thursday 1,2039544,26-07-2018,02-08-2018,26-07-2018,6 Altieri Place BALLARAT EAST  VIC  3350
Thursday 1,2039545,26-07-2018,02-08-2018,26-07-2018,324 Rodier Street BALLARAT EAST  VIC  3350
Wednesday 2,2039546,01-08-2018,08-08-2018,01-08-2018,4 Greglyn Court MOUNT CLEAR  VIC  3350
Wednesday 2,2039547,01-08-2018,08-08-2018,01-08-2018,5 Greglyn Court MOUNT CLEAR  VIC  3350
Wednesday 2,2039548,01-08-2018,08-08-2018,01-08-2018,7 Greglyn Court MOUNT CLEAR  VIC  3350
Wednesday 2,2039549,01-08-2018,08-08-2018,01-08-2018,8 Greglyn Court MOUNT CLEAR  VIC  3350
Thursday 1,2039551,26-07-2018,02-08-2018,26-07-2018,10 Altieri Place BALLARAT EAST  VIC  3350
Thursday 1,2039552,26-07-2018,02-08-2018,26-07-2018,3 Altieri Place BALLARAT EAST  VIC  3350
Thursday 1,2039553,26-07-2018,02-08-2018,26-07-2018,360 Rodier Street BALLARAT EAST  VIC  3350
Thursday 1,2039554,26-07-2018,02-08-2018,26-07-2018,330 Rodier Street BALLARAT EAST  VIC  3350
